parameter_id,domain,parameter_name,value,unit,value_type,status,source,reference_source,formula_or_rule,rounding,notes
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_09_cloud_seal,dungeon,nascent_soul nascent_soul_09_cloud_seal treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_10_earth_dragon.archetype,growth,nascent_soul_10_earth_dragon archetype,earth_dragon,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_10_earth_dragon.element,growth,nascent_soul_10_earth_dragon element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_10_earth_dragon,dungeon,nascent_soul nascent_soul_10_earth_dragon treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_11_spirit_compass.archetype,growth,nascent_soul_11_spirit_compass archetype,spirit_compass,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_11_spirit_compass.element,growth,nascent_soul_11_spirit_compass element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_11_spirit_compass,dungeon,nascent_soul nascent_soul_11_spirit_compass treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.nascent_soul.nascent_soul_12_sun_crown.archetype,growth,nascent_soul_12_sun_crown archetype,sun_crown,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.nascent_soul.nascent_soul_12_sun_crown.element,growth,nascent_soul_12_sun_crown element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.nascent_soul.treasure_pool_weight.nascent_soul_12_sun_crown,dungeon,nascent_soul nascent_soul_12_sun_crown treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
dungeon.high_tier.nascent_soul.treasure_drop_chance,dungeon,nascent_soul high-tier treasure drop chance,5,percent,probability,frozen_v1,洞天设计,"",hourly independent roll,percent,高阶远征扩展法宝掉率
dungeon.high_tier.nascent_soul.treasure_pity_hours,dungeon,nascent_soul high-tier treasure pity hours,50,hours,policy,frozen_v1,洞天设计,"",guarantee by Nth expedition hour,integer,高阶远征扩展法宝保底
dungeon.high_tier.nascent_soul.entry_profile.collected_p10.attack,dungeon,nascent_soul collected P10 entry attack,365.0,attack,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.nascent_soul.entry_profile.collected_p10.defence,dungeon,nascent_soul collected P10 entry defence,292.5,defence,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.nascent_soul.entry_profile.collected_p10.health,dungeon,nascent_soul collected P10 entry health,2850.0,health,derived,frozen_v1,洞天设计,"",100-seed collected-extension profile P10 gate,1dp,高阶远征 P10 构筑入口门槛
dungeon.high_tier.nascent_soul.boss_hp_multiplier,dungeon,nascent_soul high-tier Boss HP multiplier,1.3,ratio,policy,frozen_v1,洞天设计,"",growth-profile baseline HP * realm multiplier,2dp,扩展法宝成长后的高阶 Boss 生命重标定
dungeon.high_tier.nascent_soul.signature_skill.cooldown_seconds,dungeon,nascent_soul signature skill cooldown,300,seconds,policy,frozen_v1,洞天设计,"",fixed realm skill cooldown,integer,境界专属 Boss 技能冷却
dungeon.high_tier.nascent_soul.signature_skill.duration_seconds,dungeon,nascent_soul signature skill duration,2,seconds,scalar,frozen_v1,洞天设计,"",outgoing damage suppression window,integer,境界专属 Boss 技能持续时间
dungeon.high_tier.nascent_soul.signature_skill.attack_suppression_percent,dungeon,nascent_soul signature skill attack suppression,15,percent,scalar,frozen_v1,洞天设计,"",reduces player outgoing damage while active,integer,境界专属 Boss 技能压制强度
growth.treasure.extension_pool.divine_transformation.effect_scale,growth,divine_transformation extension treasure effect scale,2,ratio,policy,frozen_v1,洞天设计,"",2^realm_index,integer,扩展法宝境界倍率
growth.treasure.extension_pool.divine_transformation.divine_transformation_01_star_lantern.archetype,growth,divine_transformation_01_star_lantern archetype,star_lantern,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_01_star_lantern.element,growth,divine_transformation_01_star_lantern element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_01_star_lantern,dungeon,divine_transformation divine_transformation_01_star_lantern treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_02_mountain_core.archetype,growth,divine_transformation_02_mountain_core archetype,mountain_core,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_02_mountain_core.element,growth,divine_transformation_02_mountain_core element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_02_mountain_core,dungeon,divine_transformation divine_transformation_02_mountain_core treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_03_heaven_vessel.archetype,growth,divine_transformation_03_heaven_vessel archetype,heaven_vessel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_03_heaven_vessel.element,growth,divine_transformation_03_heaven_vessel element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_03_heaven_vessel,dungeon,divine_transformation divine_transformation_03_heaven_vessel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_04_vermillion_wing.archetype,growth,divine_transformation_04_vermillion_wing archetype,vermillion_wing,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_04_vermillion_wing.element,growth,divine_transformation_04_vermillion_wing element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_04_vermillion_wing,dungeon,divine_transformation divine_transformation_04_vermillion_wing treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_05_tortoise_aegis.archetype,growth,divine_transformation_05_tortoise_aegis archetype,tortoise_aegis,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_05_tortoise_aegis.element,growth,divine_transformation_05_tortoise_aegis element,fire,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_05_tortoise_aegis,dungeon,divine_transformation divine_transformation_05_tortoise_aegis treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_06_mirror_gate.archetype,growth,divine_transformation_06_mirror_gate archetype,mirror_gate,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_06_mirror_gate.element,growth,divine_transformation_06_mirror_gate element,neutral,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_06_mirror_gate,dungeon,divine_transformation divine_transformation_06_mirror_gate treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_07_thunder_sword.archetype,growth,divine_transformation_07_thunder_sword archetype,thunder_sword,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_07_thunder_sword.element,growth,divine_transformation_07_thunder_sword element,metal,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_07_thunder_sword,dungeon,divine_transformation divine_transformation_07_thunder_sword treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_08_moon_wheel.archetype,growth,divine_transformation_08_moon_wheel archetype,moon_wheel,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_08_moon_wheel.element,growth,divine_transformation_08_moon_wheel element,wood,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_08_moon_wheel,dungeon,divine_transformation divine_transformation_08_moon_wheel treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_09_cloud_seal.archetype,growth,divine_transformation_09_cloud_seal archetype,cloud_seal,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_09_cloud_seal.element,growth,divine_transformation_09_cloud_seal element,earth,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_09_cloud_seal,dungeon,divine_transformation divine_transformation_09_cloud_seal treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_10_earth_dragon.archetype,growth,divine_transformation_10_earth_dragon archetype,earth_dragon,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
growth.treasure.extension_pool.divine_transformation.divine_transformation_10_earth_dragon.element,growth,divine_transformation_10_earth_dragon element,water,element,constant,frozen_v1,洞天设计,"",fixed extension object element,"",扩展法宝五行
dungeon.high_tier.divine_transformation.treasure_pool_weight.divine_transformation_10_earth_dragon,dungeon,divine_transformation divine_transformation_10_earth_dragon treasure pool weight,8.333333333333334,weight,probability,frozen_v1,洞天设计,"",equal extension pool weight,fraction,高阶法宝池权重
growth.treasure.extension_pool.divine_transformation.divine_transformation_11_spirit_compass.archetype,growth,divine_transformation_11_spirit_compass archetype,spirit_compass,archetype,constant,frozen_v1,洞天设计,"",fixed extension object archetype,"",扩展法宝对象原型
